Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Age,Customer_Tenure,Education_ord,Marital_Status_Simple,Total_Spend,Total_Campaign_Accepted,Total_Children,Has_Partner,Family_Size,Total_Purchases,Spend_per_Purchase,Income_to_Spend_Ratio,Digital_Engagement,Store_vs_Web,Spending_Diversity,Days_per_Purchase,Campaign_Response_Rate,Cluster,Segment_Name,Primary_Channel,Offer_Type,Contact_Frequency
2n Cycle,Married,23148.0,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,41,4335,2,Partner,37,0,0,1,2,6,5.285714285714286,0.0015983411810445375,9,1.0,6,619.2857142857143,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Divorced,44267.0,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,56,4693,3,Single,310,0,2,0,3,16,18.235294117647058,0.0070028011204481795,14,0.6666666666666666,6,276.05882352941177,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Married,71626.0,0,0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,47,4809,3,Partner,1305,1,0,1,2,19,65.25,0.018219386544180267,8,1.3333333333333333,6,240.45,0.16666666666666666,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Graduation,Together,60894.0,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,60,4570,3,Partner,832,0,1,1,3,26,30.814814814814813,0.013662862303965843,17,0.7272727272727273,5,169.25925925925927,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Together,50200.0,1,1,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,50,4656,3,Partner,401,0,2,1,4,19,20.05,0.007987888687476345,15,0.625,6,232.8,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
PhD,Married,81051.0,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,61,4241,5,Partner,1501,2,0,1,2,23,62.541666666666664,0.01851897547253615,7,2.0,6,176.70833333333334,0.3333333333333333,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Graduation,Married,65169.0,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,1,44,4370,3,Partner,1189,5,0,1,2,28,41.0,0.01824459106951051,16,1.1818181818181819,3,150.68965517241378,0.8333333333333334,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Graduation,Together,59868.0,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,54,4546,3,Partner,1194,0,1,1,3,32,36.18181818181818,0.019943543403096762,17,1.0,6,137.75757575757575,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
PhD,Married,65695.0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,66,4353,5,Partner,656,0,1,1,3,21,29.818181818181817,0.009985387238188018,9,1.6666666666666667,5,197.86363636363637,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Master,Single,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,70,4787,4,Single,1540,0,0,0,1,23,64.16666666666667,0.023744179592340188,11,1.25,5,199.45833333333334,0.0,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Master,Together,45143.0,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,61,4511,4,Partner,311,0,1,1,3,15,19.4375,0.006889066099592415,13,0.7142857142857143,6,281.9375,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
2n Cycle,Together,74805.0,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,71,4439,2,Partner,820,0,1,1,3,26,30.37037037037037,0.01096168756516857,6,2.0,6,164.40740740740742,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
2n Cycle,Married,59060.0,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,37,4373,2,Partner,274,0,1,1,3,14,18.266666666666666,0.004639271261915647,7,1.75,6,291.53333333333336,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
PhD,Single,27238.0,1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,64,4639,5,Single,57,0,2,0,3,9,5.7,0.0020925878336209114,12,0.75,3,463.9,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Together,47009.0,0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,61,4475,3,Partner,448,0,1,1,3,17,24.88888888888889,0.009529887258030206,7,2.0,6,248.61111111111111,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
2n Cycle,Married,46094.0,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,53,4223,2,Partner,44,0,2,1,4,5,7.333333333333333,0.000954550385074303,8,1.5,6,703.8333333333334,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Married,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,54,4539,3,Partner,102,0,2,1,4,8,11.333333333333334,0.0025296364267645456,10,0.75,5,504.3333333333333,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Together,37235.0,1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,42,4352,3,Partner,61,0,1,1,3,5,10.166666666666666,0.0016381995917928887,5,1.0,6,725.3333333333334,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Master,Married,81843.0,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,66,4637,4,Partner,1643,0,0,1,2,27,58.67857142857143,0.020074776403890326,8,2.0,6,165.60714285714286,0.0,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Master,Together,46692.0,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,68,4592,4,Partner,397,0,1,1,3,15,24.8125,0.008502345105262031,12,0.7142857142857143,6,287.0,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Together,77382.0,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,58,4377,3,Partner,1121,1,1,1,3,26,41.51851851851852,0.014486385898711603,6,2.0,6,162.11111111111111,0.16666666666666666,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Graduation,Single,37774.0,2,0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,49,4868,3,Single,473,2,2,0,3,16,27.823529411764707,0.012521508934480476,16,0.375,6,286.3529411764706,0.3333333333333333,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Basic,Married,18393.0,1,0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,52,4296,1,Partner,50,0,1,1,3,8,5.555555555555555,0.002718277699249755,11,0.75,5,477.3333333333333,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Master,Married,72828.0,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,64,4704,4,Partner,1678,0,1,1,3,28,57.86206896551724,0.023040272418953987,13,1.8571428571428572,5,162.20689655172413,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Married,24711.0,0,0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,44,4276,3,Partner,58,0,0,1,2,7,7.25,0.0023470378763353838,10,0.75,6,534.5,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
PhD,Married,45503.0,1,0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,51,4481,5,Partner,170,0,1,1,3,9,17.0,0.0037359353023909986,8,1.0,6,448.1,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Master,Single,6560.0,0,0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,44,4403,4,Single,373,0,0,0,1,2,124.33333333333333,0.05685108977290047,18,0.5,6,1467.6666666666667,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
PhD,Together,71604.0,0,0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,1,81,4428,5,Partner,1196,2,0,1,2,17,66.44444444444444,0.016702744221772224,12,0.5555555555555556,6,246.0,0.3333333333333333,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Graduation,Married,27244.0,1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,47,4318,3,Partner,101,0,1,1,3,8,11.222222222222221,0.0037071022205909343,9,0.6666666666666666,6,479.77777777777777,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Married,48752.0,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,1,57,4768,3,Partner,316,1,2,1,4,17,17.555555555555557,0.006481652411133674,15,0.7142857142857143,5,264.8888888888889,0.16666666666666666,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Married,71434.0,0,1,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,64,4488,3,Partner,1400,2,1,1,3,21,63.63636363636363,0.019598236158745713,11,0.875,6,204.0,0.3333333333333333,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Single,90842.0,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,78,4539,3,Single,1424,0,0,0,1,27,50.857142857142854,0.01567539601290138,5,2.6,6,162.10714285714286,0.0,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Master,Married,88097.0,1,0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,1,48,4884,4,Partner,844,4,1,1,3,20,40.19047619047619,0.009580240187064406,15,1.1428571428571428,4,232.57142857142858,0.6666666666666666,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Married,51948.0,0,1,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,51,4489,3,Partner,311,0,1,1,3,13,22.214285714285715,0.005986640743806426,10,0.6666666666666666,6,320.64285714285717,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Together,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,44,4621,3,Partner,1149,0,0,1,2,17,63.833333333333336,0.015990759039162746,3,2.0,6,256.72222222222223,0.0,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Master,Married,35876.0,0,0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,43,4274,4,Partner,129,0,0,1,2,8,14.333333333333334,0.0035956183627393595,9,0.75,6,474.8888888888889,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Widow,40049.0,0,1,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,74,4460,3,Single,32,0,1,0,2,5,5.333333333333333,0.0007990012484394507,7,1.5,5,743.3333333333334,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Single,39660.0,1,0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,1,44,4894,3,Single,299,1,1,0,2,14,19.933333333333334,0.007538892110637654,16,0.375,6,326.26666666666665,0.16666666666666666,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Together,50127.0,0,1,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,64,4235,3,Partner,320,1,1,1,3,13,22.857142857142858,0.0063836578359399935,11,1.0,5,302.5,0.16666666666666666,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Master,Married,43263.0,0,1,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,49,4789,4,Partner,441,0,1,1,3,16,25.941176470588236,0.01019323224852071,10,1.0,5,281.70588235294116,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Master,Married,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,1,77,4840,4,Partner,1178,2,2,1,4,28,40.62068965517241,0.018744231932024312,11,2.5,3,166.89655172413794,0.3333333333333333,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Married,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,36,4702,3,Partner,85,0,0,1,2,6,12.142857142857142,0.004490227152667723,7,2.0,5,671.7142857142857,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Basic,Single,24367.0,1,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,44,4670,1,Single,24,0,1,0,2,4,4.8,0.000984898227183191,10,1.0,5,934.0,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Single,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,51,4698,3,Single,112,0,1,0,2,8,12.444444444444445,0.003368421052631579,8,1.0,6,522.0,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
2n Cycle,Married,26887.0,0,1,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,67,4708,2,Partner,30,0,1,1,3,5,5.0,0.0011157393632847366,7,1.5,6,784.6666666666666,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
PhD,Married,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,43,4578,5,Partner,410,0,0,1,2,16,24.11764705882353,0.008175310562102451,10,1.1666666666666667,6,269.29411764705884,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Together,62061.0,0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,50,4506,3,Partner,800,1,1,1,3,24,32.0,0.012890335470980632,16,0.6363636363636364,5,180.24,0.16666666666666666,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
PhD,Divorced,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,1,64,4626,5,Single,1313,1,0,0,1,20,62.523809523809526,0.015321423153669323,5,1.8,5,220.28571428571428,0.16666666666666666,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
PhD,Together,76542.0,0,0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,70,4660,5,Partner,1483,0,0,1,2,23,61.791666666666664,0.019374730543616006,6,2.0,5,194.16666666666666,0.0,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Graduation,Single,70515.0,0,0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,1,33,4455,3,Single,1258,1,0,0,1,17,69.88888888888889,0.017839922854387655,8,0.5714285714285714,5,247.5,0.16666666666666666,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Graduation,Together,18227.0,1,0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,39,4802,3,Partner,28,0,1,1,3,4,5.6,0.0015360983102918587,8,2.0,6,960.4,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Married,69139.0,0,1,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,61,4357,3,Partner,227,0,1,1,3,11,18.916666666666668,0.003283193520393405,8,1.0,6,363.0833333333333,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Married,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,1,44,4801,3,Partner,1555,2,0,1,2,20,74.04761904761905,0.022500361742150195,10,1.0,6,228.61904761904762,0.3333333333333333,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Graduation,Single,69627.0,0,1,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,64,4673,3,Single,861,0,1,0,2,23,35.875,0.012365714942264606,13,1.2222222222222223,6,194.70833333333334,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Married,38136.0,1,0,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,48,4637,3,Partner,103,1,1,1,3,8,11.444444444444445,0.0027007892597739726,11,0.5,5,515.2222222222222,0.16666666666666666,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
PhD,Single,62159.0,0,0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,80,4266,5,Single,634,0,0,0,1,19,31.7,0.010199485199485199,10,1.4285714285714286,6,213.3,0.0,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Graduation,Single,80695.0,0,0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,63,4386,3,Single,1918,0,0,0,1,19,95.9,0.02376821651630812,7,0.8333333333333334,6,219.3,0.0,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Master,Single,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,55,4472,4,Single,131,0,2,0,3,10,11.909090909090908,0.003931926644055587,8,1.3333333333333333,6,406.54545454545456,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Together,58554.0,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,58,4845,3,Partner,586,0,2,1,4,22,25.47826086956522,0.010007685082401161,15,0.6666666666666666,5,210.65217391304347,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Basic,Married,17256.0,1,0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,34,4422,1,Partner,62,1,1,1,3,7,7.75,0.003592744973054413,10,0.6666666666666666,6,552.75,0.16666666666666666,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Divorced,53034.0,1,1,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,52,4599,3,Single,447,0,2,0,3,22,19.434782608695652,0.008428396342038277,14,1.0,6,199.95652173913044,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
2n Cycle,Together,52203.0,0,0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,76,4902,2,Partner,939,0,0,1,2,27,33.535714285714285,0.017987127423185964,14,1.2222222222222223,6,175.07142857142858,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
2n Cycle,Divorced,59601.0,0,1,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,49,4543,2,Single,797,1,1,0,2,15,49.8125,0.01337203449548673,10,2.3333333333333335,5,283.9375,0.16666666666666666,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Master,Single,75154.0,0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,1,68,4867,4,Single,1143,1,1,0,2,16,67.23529411764706,0.015208568957487859,9,0.8571428571428571,6,286.29411764705884,0.16666666666666666,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Graduation,Single,47025.0,0,1,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,50,4438,3,Single,415,0,1,0,2,17,23.055555555555557,0.00882490537149662,12,0.7142857142857143,5,246.55555555555554,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Married,37971.0,1,0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,53,4420,3,Partner,30,0,1,1,3,5,5.0,0.0007900558306120299,9,1.5,6,736.6666666666666,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Master,Divorced,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,58,4389,4,Single,187,0,1,0,2,12,14.384615384615385,0.004523901683762338,11,0.8,6,337.61538461538464,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Married,67267.0,0,1,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,68,4251,3,Partner,251,0,1,1,3,11,20.916666666666668,0.0037313432835820895,5,1.25,6,354.25,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Single,57338.0,0,1,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,51,4265,3,Single,237,0,1,0,2,12,18.23076923076923,0.004133312405169257,9,1.0,6,328.0769230769231,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
2n Cycle,Together,50523.0,1,1,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,66,4390,2,Partner,91,0,2,1,4,8,10.11111111111111,0.001801124218193334,8,1.3333333333333333,6,487.77777777777777,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Master,Single,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,61,4623,4,Single,35,0,3,0,4,6,5.0,0.0009778721502011623,9,1.5,3,660.4285714285714,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
PhD,Divorced,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,66,4837,5,Single,493,1,1,0,2,22,21.434782608695652,0.0097407729392239,10,1.4,4,210.30434782608697,0.16666666666666666,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
PhD,Married,56242.0,0,1,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,57,4687,5,Partner,971,0,1,1,3,28,33.48275862068966,0.017264370677239835,14,1.2222222222222223,6,161.6206896551724,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Single,48904.0,0,1,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,66,4778,3,Single,371,0,1,0,2,17,20.61111111111111,0.007586136386872508,15,0.5,5,265.44444444444446,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Single,56243.0,1,2,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,51,4385,3,Single,396,0,3,0,4,20,18.857142857142858,0.007040751013441433,9,1.6,5,208.8095238095238,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Married,21355.0,1,0,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,1,41,4517,3,Partner,68,2,1,1,3,7,8.5,0.003184116875819442,8,0.6666666666666666,5,564.625,0.3333333333333333,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Master,Together,57420.0,0,1,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,55,4573,4,Partner,322,1,1,1,3,15,20.125,0.0056077044983542605,12,1.0,3,285.8125,0.16666666666666666,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Master,Together,50943.0,0,1,39,187,5,65,26,20,14,2,4,2,6,5,0,0,0,0,0,0,56,4658,4,Partner,317,0,1,1,3,14,21.133333333333333,,9,1.2,6,310.53333333333336,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Master,Divorced,46390.0,0,1,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,71,4259,4,Single,222,0,1,0,2,10,20.181818181818183,0.004785410963333406,11,0.6,6,387.1818181818182,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
2n Cycle,Together,54342.0,1,1,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,70,4565,2,Partner,177,0,2,1,4,12,13.615384615384615,0.003257089229523582,9,1.0,6,351.15384615384613,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Together,52028.5,1,1,87,19,4,12,2,2,6,1,1,0,3,5,0,0,0,0,0,0,68,4868,3,Partner,45,0,2,1,4,5,7.5,,6,1.5,6,811.3333333333334,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
2n Cycle,Single,46805.0,1,1,49,5,1,9,2,0,4,1,1,0,2,7,0,0,0,0,0,0,62,4372,2,Single,21,0,2,0,3,4,4.2,,8,1.0,5,874.4,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Married,20895.0,1,0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,53,4835,3,Partner,45,0,1,1,3,6,6.428571428571429,0.002153522205206738,11,1.0,5,690.7142857142857,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Married,92344.0,0,0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,78,4369,3,Partner,1899,2,0,1,2,20,90.42857142857143,0.020564188640424495,6,0.8333333333333334,6,208.04761904761904,0.3333333333333333,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
